Binary Search Tree				
Size	Ordered	Random	Ordered_Contains	Random_Contains
5150	0.179260159	0.001744472	0.052300825	0.000017806
5160	0.1795368	0.001732094	0.051220538	0.00001672
5170	0.18460904	0.001762548	0.052586367	0.000016937
5180	0.187393465	0.001717926	0.055994642	0.000017372
5190	0.188940607	0.001888328	0.055322803	0.000017589
5200	0.179081016	0.002202969	0.05117559	0.00002888
5210	0.186018733	0.0021071	0.052599613	0.000029314
5220	0.177861325	0.001770746	0.050069898	0.000017806
5230	0.181842857	0.001767652	0.051134984	0.000017588
5240	0.179718113	0.001752723	0.051894551	0.000017806
5250	0.182958971	0.00180652	0.0534215	0.000018892
5260	0.188857007	0.001796369	0.054295283	0.000017805
5270	0.183302709	0.0018506	0.053649933	0.000017589
5280	0.187610607	0.001741431	0.052304299	0.000019109
5290	0.194854712	0.001921606	0.054685922	0.000026275
5300	0.193515157	0.001815423	0.055124117	0.000017371
5310	0.191438402	0.001830514	0.054556288	0.000017155
5320	0.185040286	0.001867971	0.053783259	0.000017806
5330	0.181880205	0.001820417	0.053160059	0.000655121
5340	0.186611098	0.001865095	0.053091225	0.000017371
5350	0.192866552	0.001836269	0.056433705	0.000019325
5360	0.19244942	0.001840775	0.055400322	0.00001824
5370	0.187014333	0.001874866	0.053226504	0.000017806
5380	0.1917335	0.001965252	0.054639019	0.000027143
5390	0.200982485	0.001855974	0.058698072	0.000678137
5400	0.195308541	0.001839418	0.056412643	0.000018457
5410	0.195804061	0.001835617	0.057275134	0.000017805
5420	0.198554827	0.001853911	0.056445432	0.000017806
5430	0.199637502	0.001859286	0.057721363	0.00001824
5440	0.203546726	0.001847235	0.057902677	0.000018023
5450	0.208487161	0.001859502	0.057967169	0.000018023
5460	0.198724199	0.00186656	0.058523923	0.000019108
5470	0.200618553	0.001884691	0.059236587	0.000017806
5480	0.205338806	0.001965143	0.057979763	0.000031703
5490	0.198757204	0.001905049	0.055275031	0.00001824
5500	0.209130772	0.00190038	0.060818039	0.000018675
5510	0.202982806	0.001938163	0.059648941	0.000020628
5520	0.213514019	0.002177835	0.058392986	0.000018891
5530	0.207128715	0.001949671	0.058916517	0.000018675
5540	0.201919674	0.001911508	0.057190883	0.000017806
5550	0.208245046	0.001872043	0.058995992	0.000018023
5560	0.209237607	0.001895549	0.058994689	0.000019325
5570	0.211747562	0.001863195	0.062920632	0.000017806
5580	0.205600898	0.001897829	0.05915038	0.00001824
5590	0.206864018	0.001925515	0.0583007	0.000018674
5600	0.204031822	0.001927034	0.056768106	0.000018457
5610	0.222241645	0.001914657	0.061166335	0.000018023
5620	0.211555173	0.002007432	0.060061295	0.000018458
5630	0.214211917	0.001965523	0.05909718	0.000018891
5640	0.219568833	0.001921063	0.06266701	0.000018892
5650	0.212156225	0.001957	0.062596004	0.000018457
5660	0.223316285	0.001960312	0.059228986	0.000018891
5670	0.221479038	0.001901955	0.06119717	0.000018674
5680	0.214579539	0.001936426	0.062369742	0.000050811
5690	0.211136956	0.002063183	0.07115252	0.000021062
5700	0.222412318	0.0020292	0.063009228	0.000023017
5710	0.225646445	0.0020938	0.064777856	0.000024754
5720	0.221218684	0.001994186	0.064196564	0.000018675
5730	0.221983027	0.002034955	0.061379353	0.000019109
5740	0.220510147	0.002024531	0.06298621	0.000019109
5750	0.228266275	0.001952657	0.06291629	0.000018674
5760	0.220092581	0.001981483	0.064847993	0.000018892
5770	0.219703244	0.001988975	0.063911456	0.000018674
5780	0.229051247	0.002004771	0.068871434	0.000019543
5790	0.228584606	0.002026051	0.066865685	0.000019109
5800	0.232899019	0.002015574	0.066417285	0.000019543
5810	0.231281738	0.002072846	0.064226531	0.000020628
5820	0.239700368	0.002210949	0.06987572	0.00002128
5830	0.232341396	0.002113778	0.068817366	0.000026275
5840	0.248682486	0.00204744	0.067254806	0.000022366
5850	0.23374783	0.002208669	0.065874211	0.000032138
5860	0.23923894	0.002163286	0.072679904	0.000033441
5870	0.235825019	0.002096243	0.06573524	0.000026274
5880	0.246695628	0.002021057	0.067332326	0.000020194
5890	0.246027261	0.00231648	0.070496315	0.000020411
5900	0.253505446	0.002116275	0.071190955	0.000021714
5910	0.244170256	0.00226822	0.068497731	0.000028663
5920	0.22675344	0.002078546	0.068188303	0.000022149
5930	0.23508543	0.002054063	0.068380909	0.000021497
5940	0.239882117	0.002132506	0.067473903	0.000022582
5950	0.236318151	0.002093312	0.067075663	0.000019109
5960	0.239588106	0.002154546	0.070600326	0.000020194
5970	0.240583272	0.0021147	0.068318806	0.000021063
5980	0.238709328	0.00216144	0.068816497	0.000021714
5990	0.238168643	0.002694688	0.071206155	0.000021714
6000	0.237754551	0.002091954	0.066196234	0.000020846
6010	0.235954653	0.002130986	0.066030337	0.000021714
6020	0.246511273	0.002135926	0.069497023	0.000020195
6030	0.243480392	0.002070403	0.067656303	0.000020629
6040	0.249107651	0.002074637	0.069589309	0.00002128
6050	0.259323791	0.002091955	0.06918412	0.000034743
6060	0.2489322	0.00207974	0.070063332	0.00001976
6070	0.254270876	0.002123983	0.072259298	0.00001976
6080	0.240114678	0.002172189	0.069396703	0.000020846
6090	0.240633432	0.002136523	0.069330041	0.000020411
6100	0.252502246	0.002147923	0.072793687	0.000020411
6110	0.247652143	0.002255789	0.073255767	0.000020412
6120	0.243644553	0.002256603	0.073811219	0.000033874
6130	0.251669069	0.002154655	0.072610635	0.000021063
6140	0.267695953	0.00218994	0.076784773	0.000022149
6150	0.24905684	0.002148195	0.071578773	0.000020412
6160	0.250500406	0.002157206	0.072656887	0.00001976
6170	0.25211747	0.002165783	0.073206475	0.000020629
6180	0.260956054	0.00213066	0.075317322	0.000022149
6190	0.258554019	0.002178052	0.075284751	0.000021932
6200	0.263719198	0.002181092	0.077536305	0.000021931
6210	0.265523221	0.002171103	0.073401904	0.000020628
6220	0.260459014	0.002225226	0.076076236	0.000019977
6230	0.259486648	0.002291508	0.072813447	0.000021062
6240	0.263955233	0.002266266	0.078286316	0.000020629
6250	0.256793208	0.002227615	0.072153115	0.000021063
6260	0.267565668	0.002218875	0.076421493	0.000020845
6270	0.267806478	0.002294223	0.074670019	0.000021063
6280	0.262750306	0.002238526	0.075577893	0.000020845
6290	0.273043532	0.002257526	0.074917127	0.000020629
6300	0.259165928	0.002253455	0.07384075	0.00002128
6310	0.258892111	0.002277177	0.076108591	0.000020846
6320	0.270857337	0.002252477	0.077500042	0.000024972
6330	0.266746604	0.002181634	0.075463459	0.000021497
6340	0.275210183	0.002220828	0.076507699	0.00002128
6350	0.275799726	0.002207909	0.079522077	0.000051463
6360	0.272970789	0.002231306	0.0780733	0.000022148
6370	0.272395794	0.002364958	0.081771461	0.000025188
6380	0.266238924	0.002277231	0.076257116	0.000020846
6390	0.264076398	0.002677643	0.076238225	0.000032789
6400	0.270527279	0.002538672	0.07933642	0.000022365
6410	0.265087199	0.002539811	0.075380944	0.000031486
6420	0.280762962	0.002360072	0.077162819	0.000021714
6430	0.277439155	0.002263606	0.079270626	0.000021931
6440	0.284731031	0.002272129	0.080040398	0.000023234
6450	0.274211544	0.002343026	0.078992682	0.00002128
6460	0.289775696	0.002288523	0.082044409	0.000023452
6470	0.304268465	0.002298892	0.088266422	0.000021497
6480	0.284959465	0.002277829	0.085149552	0.000022583
6490	0.283933683	0.002343189	0.085431621	0.0000228
6500	0.289939856	0.002282661	0.082728844	0.000023452
6510	0.284542768	0.00232522	0.082091746	0.000021497
6520	0.287422953	0.00241908	0.082746649	0.000021497
6530	0.287973627	0.002307197	0.081758866	0.000022366
6540	0.29560164	0.002305297	0.084876387	0.000023451
6550	0.296235046	0.002355295	0.084230821	0.000022583
6560	0.289786987	0.002358932	0.085194936	0.000021931
6570	0.288377079	0.002301932	0.080695083	0.00002128
6580	0.282390666	0.002426572	0.08102514	0.000031051
6590	0.291416862	0.002339443	0.084025187	0.000021931
6600	0.287204289	0.002447363	0.081116557	0.000024103
6610	0.294820143	0.002431946	0.086593336	0.0000304
6620	0.287340438	0.002280652	0.080017163	0.000022365
6630	0.298276623	0.002338249	0.082858695	0.000039086
6640	0.295384063	0.002717652	0.083976547	0.000021931
6650	0.290784107	0.00239362	0.084046901	0.000021714
6660	0.296187709	0.002350952	0.083561153	0.000021497
6670	0.300496258	0.002372612	0.085658319	0.0000228
6680	0.303297402	0.002390146	0.086474776	0.000021932
6690	0.300265653	0.00238944	0.084876604	0.000024754
6700	0.30245923	0.002385532	0.087276033	0.000021715
6710	0.302861162	0.002434498	0.087183531	0.000022148
6720	0.305190237	0.002394435	0.084686821	0.000022148
6730	0.300260224	0.002398831	0.093302183	0.000022583
6740	0.310875255	0.002595075	0.09214112	0.000022148
6750	0.310713484	0.002633129	0.090096937	0.000036263
6760	0.334217684	0.00237234	0.100674185	0.000023235
6770	0.306066626	0.002489923	0.085777313	0.000022583
6780	0.31112345	0.002940766	0.088574548	0.000034743
6790	0.300978967	0.00276754	0.086299325	0.000025188
6800	0.313807987	0.002373643	0.090582686	0.000023669
6810	0.303711493	0.002811295	0.088165668	0.000044948
6820	0.303955128	0.002445518	0.08953736	0.000023017
6830	0.317693759	0.002534003	0.094625452	0.000022583
6840	0.318006662	0.002434932	0.091833646	0.000023017
6850	0.306618602	0.002471575	0.090120823	0.000023234
6860	0.317349372	0.002437972	0.091496205	0.000023451
6870	0.321298984	0.00249888	0.09223992	0.000022583
6880	0.314892182	0.002446332	0.094012892	0.000023017
6890	0.320403703	0.002497523	0.089354743	0.000023668
6900	0.311506489	0.002524992	0.088642513	0.0000228
6910	0.322039224	0.002489054	0.091924412	0.000023452
6920	0.337602725	0.002629818	0.096088562	0.000024538
6930	0.318072891	0.00246468	0.091519441	0.000023234
6940	0.319788755	0.002487317	0.092833371	0.000023668
6950	0.321340675	0.002477438	0.093534744	0.000022582
6960	0.338675628	0.002538509	0.104457683	0.000029531
6970	0.32104384	0.002556695	0.088577154	0.000022365
6980	0.328364814	0.002586117	0.095292732	0.000024537
6990	0.324756984	0.002454908	0.093607921	0.000023234
7000	0.334326256	0.002536826	0.10225998	0.000023451
7010	0.327665397	0.002513917	0.093697817	0.000023017
7020	0.336366313	0.002620752	0.096778424	0.000023017
7030	0.339037605	0.00255398	0.093278949	0.000023669
7040	0.328224106	0.002586009	0.094793086	0.000023234
7050	0.329840517	0.003110789	0.091687292	0.00003496
7060	0.33545909	0.002537966	0.093449406	0.0000228
7070	0.337479822	0.00253232	0.095576973	0.000022583
7080	0.344118098	0.002609949	0.096142847	0.000023017
7090	0.33417773	0.002596703	0.096299407	0.00002432
7100	0.33188926	0.002609677	0.095456459	0.000023234
7110	0.334073719	0.002580309	0.096586904	0.000023886
7120	0.330228118	0.002553329	0.094568127	0.0000228
7130	0.335667981	0.002665809	0.095568287	0.000023017
7140	0.344747378	0.00257146	0.097966414	0.000023886
7150	0.3400306	0.002596432	0.095660355	0.0000228
7160	0.340310932	0.002636929	0.099466871	0.000025406
7170	0.345108053	0.002730843	0.100642699	0.000023451
7180	0.34205372	0.002613314	0.097255488	0.000023452
7190	0.344816864	0.002890118	0.097156036	0.000024537
7200	0.34407467	0.002657341	0.099359602	0.000023669
7210	0.351382832	0.00264708	0.101065476	0.000023451
7220	0.35245682	0.002646972	0.097534733	0.000023669
7230	0.351465346	0.002726663	0.104423592	0.000024754
7240	0.349556442	0.002675906	0.100417305	0.000026057
7250	0.343066041	0.002759615	0.098763762	0.000024537
7260	0.356646158	0.002610329	0.103074266	0.000024537
7270	0.35553026	0.002697186	0.102333157	0.00002432
7280	0.356547575	0.002587149	0.103358288	0.000025405
7290	0.363922834	0.002689097	0.10067766	0.000023669
7300	0.35588073	0.002583403	0.101799854	0.000023451
7310	0.360394045	0.002951297	0.104379078	0.000024755
7320	0.361769211	0.002692192	0.105084575	0.000023451
7330	0.366364172	0.002662389	0.1034623	0.000023669
7340	0.370089693	0.002740886	0.101128231	0.000024103
7350	0.39796498	0.002712983	0.113044166	0.000026709
7360	0.369231762	0.002783012	0.106426952	0.000024103
7370	0.370813213	0.002721235	0.104805547	0.000037566
7380	0.35824433	0.002715969	0.101456117	0.000024754
7390	0.364593372	0.002681552	0.106578735	0.000026274
7400	0.368637007	0.002828395	0.108425318	0.00002432
7410	0.374743065	0.002674006	0.106152049	0.000024971
7420	0.376027031	0.002663746	0.105049615	0.000024755
7430	0.369507967	0.00265278	0.10679653	0.000024972
7440	0.37076631	0.002688772	0.109564016	0.000025189
7450	0.378094884	0.002780026	0.109397685	0.000024754
7460	0.377831272	0.002709129	0.109762702	0.000024972
7470	0.370238219	0.00270788	0.107045158	0.000024537
7480	0.372340163	0.002747617	0.108096781	0.000024755
7490	0.382744348	0.002767052	0.108083753	0.000024754
7500	0.391032692	0.002756683	0.110722257	0.000024972
7510	0.378163067	0.002945868	0.10941093	0.000025405
7520	0.377747455	0.002785618	0.111616886	0.000024754
7530	0.381878382	0.002756683	0.106864712	0.000027143
7540	0.379460712	0.002819546	0.107475101	0.000025189
7550	0.389933733	0.0029127	0.113020497	0.000026491
7560	0.383572531	0.003012369	0.108759719	0.000026275
7570	0.380422438	0.002781275	0.108229673	0.000031051
7580	0.385493159	0.002782523	0.110899663	0.000027577
7590	0.393655344	0.002750549	0.115313526	0.000025406
7600	0.383463091	0.002746152	0.114187857	0.000026492
7610	0.388297561	0.002827689	0.10880445	0.00002584
7620	0.390073355	0.002890823	0.11283636	0.000028011
7630	0.386115274	0.002729106	0.110596748	0.000024755
7640	0.388706658	0.002930832	0.108335638	0.000029097
7650	0.398759941	0.002829915	0.113204417	0.000024754
7660	0.399127129	0.002841478	0.113151435	0.000025188
7670	0.389313138	0.002744632	0.111823822	0.000026709
7680	0.39163787	0.002772588	0.115954532	0.000026492
7690	0.402107198	0.002785672	0.110777411	0.000025189
7700	0.399635677	0.002805975	0.114798681	0.000025189
7710	0.393277733	0.002814606	0.110968713	0.000024971
7720	0.396615654	0.002828177	0.113333183	0.00002584
7730	0.406166902	0.00293778	0.114698143	0.000028663
7740	0.40129161	0.0028348	0.114358097	0.000025623
7750	0.408386537	0.002856135	0.117084544	0.000026492
7760	0.398889792	0.003022412	0.12506802	0.000027142
7770	0.3985213	0.002899834	0.116135629	0.000025406
7780	0.399027026	0.002841858	0.114231937	0.00002584
7790	0.4066672	0.002862432	0.116995298	0.00003192
7800	0.402012741	0.002901354	0.117187469	0.000028229
7810	0.401701141	0.002870358	0.116595104	0.000025406
7820	0.416293796	0.00282948	0.116547115	0.000025406
7830	0.42054198	0.00288306	0.117520567	0.00002888
7840	0.413656812	0.002875189	0.120127801	0.000026274
7850	0.42253014	0.002965304	0.118906808	0.000029965
7860	0.422197478	0.002960743	0.11834115	0.000026057
7870	0.417844631	0.002831381	0.120541025	0.00002584
7880	0.41875446	0.002876166	0.119334796	0.000026491
7890	0.427646679	0.002880454	0.119660944	0.000025406
7900	0.428466394	0.002874266	0.119977973	0.000036914
7910	0.412208253	0.00290396	0.119990784	0.000025623
7920	0.407775714	0.002882843	0.117834338	0.000026926
7930	0.431034977	0.002979472	0.122156785	0.000028663
7940	0.422820027	0.003357626	0.123784922	0.000028229
7950	0.41311287	0.002934903	0.117813926	0.000026708
7960	0.412498355	0.002912158	0.120314979	0.000026057
7970	0.417968185	0.002869598	0.119159127	0.000026491
7980	0.428142851	0.002929529	0.124558168	0.00002584
7990	0.42037022	0.00290282	0.124375768	0.000028229
8000	0.428476165	0.00296286	0.124952717	0.000026926
8010	0.439529174	0.003085655	0.127885015	0.000026925
8020	0.429133022	0.002973175	0.122920477	0.000028663
8030	0.434102121	0.00306964	0.12564562	0.000026274
8040	0.428030588	0.002969646	0.123291573	0.000029531
8050	0.440582316	0.002984683	0.124535803	0.000029097
8060	0.438225448	0.002989569	0.124357094	0.000026926
8070	0.434772006	0.003035441	0.124893872	0.000031268
8080	0.450393702	0.002993857	0.126997986	0.000029532
8090	0.437026385	0.00294614	0.125238043	0.000026926
8100	0.44452042	0.002982946	0.124412031	0.000029532
8110	0.441166213	0.003200469	0.129710319	0.00003344
8120	0.426209192	0.003136738	0.120401619	0.000043429
8130	0.443097048	0.002912483	0.135470252	0.00002736
8140	0.439755219	0.003254971	0.125413929	0.00003344
8150	0.439748487	0.002978114	0.123722169	0.000031485
8160	0.439224088	0.003009926	0.122164819	0.000026708
8170	0.455465292	0.002973012	0.133289268	0.000026709
8180	0.442366362	0.002991469	0.12771369	0.000026709
8190	0.450919404	0.003091463	0.12930817	0.000027143
8200	0.459298081	0.003294166	0.128310181	0.000028011
8210	0.451601233	0.003063397	0.129276033	0.000026926
8220	0.458101624	0.003084026	0.132000959	0.00002736
8230	0.44152602	0.003037775	0.123744968	0.000026491
8240	0.454032148	0.0031179	0.128425049	0.000027143
8250	0.460241567	0.003540623	0.130764982	0.000041474
8260	0.455897406	0.003097217	0.127853964	0.000027794
8270	0.458480538	0.003101506	0.128323644	0.000029966
8280	0.458552412	0.003157746	0.133743097	0.000036263
8290	0.464463911	0.003047383	0.133963931	0.00003192
8300	0.457193315	0.003327715	0.133295782	0.000042343
8310	0.465144871	0.003063615	0.128897553	0.000030617
8320	0.460776824	0.003314415	0.132282376	0.000027577
8330	0.460248081	0.003062583	0.134609279	0.000028012
8340	0.509634631	0.00316236	0.147623305	0.000028011
8350	0.461066928	0.003037612	0.132883428	0.000028011
8360	0.460433088	0.003108292	0.129714227	0.000029315
8370	0.465969798	0.003112798	0.131509347	0.000033006
8380	0.472390061	0.003142438	0.134871588	0.000028445
8390	0.467665901	0.003104546	0.133076902	0.000028446
8400	0.47244413	0.003242486	0.139277635	0.0000304
8410	0.476263674	0.003111223	0.1348844	0.00002736
8420	0.485706568	0.003242323	0.13692728	0.000029966
8430	0.489016043	0.003193846	0.136251748	0.000039302
8440	0.471523879	0.003187223	0.135847428	0.000029966
8450	0.488419551	0.003116435	0.138384092	0.000028229
8460	0.477543949	0.003260617	0.134661611	0.000028663
8470	0.527910247	0.003295523	0.153190633	0.000029097
8480	0.487101711	0.003130603	0.139198378	0.000028446
8490	0.480978064	0.003098466	0.138526972	0.000027577
8500	0.492445815	0.003312026	0.139224	0.000028663
8510	0.484054762	0.003179786	0.144331636	0.000028011
8520	0.489682672	0.003224952	0.140965704	0.000029532
8530	0.479275446	0.003178483	0.141562847	0.000029531
8540	0.487382694	0.003191892	0.139151909	0.000028011
8550	0.512206472	0.003146835	0.145384779	0.000028229
8560	0.491729244	0.003232009	0.141359384	0.000028229
8570	0.48844626	0.00327446	0.133827782	0.000030834
8580	0.491002466	0.00320188	0.138703726	0.000028446
8590	0.492850787	0.003231955	0.1495283	0.000029097
8600	0.499331634	0.003247209	0.144425225	0.000028228
8610	0.505298938	0.003225061	0.149736106	0.000029314
8620	0.504333955	0.003199437	0.145937625	0.000034309
8630	0.50171608	0.003306706	0.145412357	0.000028229
8640	0.499716411	0.003271692	0.142561053	0.000028228
8650	0.505604242	0.003307846	0.145716573	0.000029315
8660	0.505518253	0.003281517	0.14323159	0.00002888
8670	0.508432745	0.003215995	0.144755933	0.000029315
8680	0.520387548	0.003246232	0.149990163	0.000029531
8690	0.497685908	0.003221803	0.141449715	0.000029531
8700	0.504310504	0.003289715	0.141925259	0.000029314
8710	0.497603394	0.003242758	0.14783046	0.000034309
8720	0.516871136	0.003919592	0.147918837	0.000039955
8730	0.51419854	0.003473689	0.145876609	0.000031051
8740	0.522552246	0.00331018	0.148177454	0.000029748
8750	0.513814197	0.003296772	0.149682472	0.000030835
8760	0.524870464	0.003240098	0.152894884	0.000030617
8770	0.523233423	0.003349918	0.145168722	0.000029098
8780	0.527389538	0.003270715	0.152638004	0.000028663
8790	0.520913468	0.003314849	0.150523249	0.0000304
8800	0.521093046	0.003361155	0.151313866	0.000032788
8810	0.520293525	0.003352035	0.149054712	0.000032354
8820	0.521449594	0.003286946	0.154404679	0.000031486
8830	0.529960511	0.003544097	0.153304416	0.000030834
8840	0.518903376	0.003254809	0.149080334	0.000030183
8850	0.520553879	0.003442149	0.147537317	0.000032355
8860	0.536440272	0.00336756	0.155952908	0.000029748
8870	0.53627546	0.003352686	0.157252291	0.000029097
8880	0.525737298	0.003423312	0.162794212	0.000043212
8890	0.543489816	0.003367289	0.15828676	0.000029531
8900	0.538978238	0.003379503	0.152359627	0.000029748
8910	0.543383417	0.003280052	0.16503491	0.000031486
8920	0.537749427	0.003301548	0.155363799	0.000029532
8930	0.529197036	0.003534109	0.153048187	0.000029314
8940	0.527244921	0.003337649	0.14699142	0.000031703
8950	0.576566762	0.003398666	0.163032418	0.000080995
8960	0.541804788	0.003583183	0.161819892	0.000029749
8970	0.527851401	0.003413215	0.152969799	0.000029097
8980	0.542872696	0.003378581	0.155169674	0.000030183
8990	0.552315808	0.003423366	0.158408577	0.000029966
9000	0.555661111	0.003341341	0.162074166	0.000036046
9010	0.53944705	0.003393726	0.152016975	0.000029314
9020	0.552053716	0.003400946	0.160941983	0.000029532
9030	0.556293866	0.003438023	0.162270898	0.000029966
9040	0.549273635	0.003429283	0.157771046	0.0000304
9050	0.582496718	0.003464895	0.169732579	0.000029531
9060	0.559820484	0.003828881	0.158669365	0.000035177
9070	0.551752756	0.003531937	0.158940794	0.000031052
9080	0.556105386	0.003523198	0.158330839	0.000030183
9090	0.553952197	0.003392369	0.158759914	0.000040171
9100	0.542678137	0.003430857	0.155469982	0.000030617
9110	0.572967401	0.003434495	0.163859516	0.000032789
9120	0.548226138	0.003569069	0.158446142	0.000030835
9130	0.565764988	0.003542523	0.16247827	0.000030835
9140	0.562597959	0.003640672	0.158358634	0.000030183
9150	0.564809993	0.003541763	0.160821687	0.000030617
9160	0.560242609	0.003515977	0.161445321	0.000034526
9170	0.551455922	0.003587472	0.157927388	0.000034091
9180	0.57217331	0.003650877	0.165438144	0.000030617
9190	0.573588647	0.003554846	0.162306943	0.000030834
9200	0.563223982	0.003448066	0.158489788	0.000032572
9210	0.57590947	0.003543338	0.16823994	0.000030617
9220	0.576348099	0.003471626	0.170185323	0.000036914
9230	0.584856627	0.003538941	0.162642864	0.000029531
9240	0.577454008	0.003501483	0.168536557	0.000031269
9250	0.565792348	0.003747886	0.166314099	0.000032789
9260	0.562922153	0.004171044	0.158078302	0.000051897
9270	0.58428033	0.003441878	0.166314099	0.000031268
9280	0.57712026	0.003579058	0.165269207	0.000031703
9290	0.588459897	0.003531395	0.168049722	0.000031486
9300	0.594152298	0.003548875	0.173645929	0.000033223
9310	0.595400001	0.003739635	0.172526775	0.0000304
9320	0.573968864	0.003566192	0.166383585	0.000032571
9330	0.585923016	0.0035758	0.165615333	0.000031486
9340	0.595209133	0.003683178	0.166619836	0.000031703
9350	0.576299677	0.00363964	0.165826613	0.000034309
9360	0.584944136	0.003561035	0.164925253	0.00003344
9370	0.583857987	0.003585626	0.165551493	0.000031269
9380	0.591398926	0.003644038	0.169059002	0.000030834
9390	0.595759589	0.003651692	0.17057922	0.000032137
9400	0.581497643	0.003611358	0.162950338	0.000031703
9410	0.585409473	0.003678726	0.166458499	0.000031268
9420	0.603059283	0.003722969	0.169242489	0.000032571
9430	0.589081142	0.003523035	0.17088626	0.000034526
9440	0.609187273	0.003671344	0.172360878	0.000032789
9450	0.598549876	0.003606852	0.172196066	0.000031268
9460	0.589359085	0.003603486	0.170941197	0.000031269
9470	0.610899228	0.003614506	0.175592616	0.000031703
9480	0.591728983	0.003549472	0.168064053	0.000035828
9490	0.608853958	0.004508049	0.172359357	0.000032354
9500	0.664721573	0.003628566	0.188832688	0.000031486
9510	0.615141983	0.003688824	0.180128079	0.000035612
9520	0.609356428	0.003807275	0.171808683	0.00003192
9530	0.616229001	0.003543881	0.175761118	0.000031269
9540	0.610160073	0.003927301	0.172277278	0.000033874
9550	0.620483047	0.003643006	0.17900632	0.000033006
9560	0.627617712	0.003702395	0.178508628	0.00003192
9570	0.62993289	0.003625472	0.177913656	0.000031702
9580	0.607073821	0.003706521	0.175096227	0.000034308
9590	0.612373846	0.003638175	0.174833267	0.000035612
9600	0.619850727	0.003695718	0.174699072	0.00003192
9610	0.618219116	0.003627806	0.17564321	0.000032355
9620	0.625590032	0.003676554	0.177076787	0.000034309
9630	0.628319735	0.003714392	0.177190788	0.000031486
9640	0.629636272	0.003743489	0.179424103	0.000033006
9650	0.628776386	0.003658804	0.189491717	0.000032137
9660	0.622355688	0.003773781	0.176900033	0.000031485
9670	0.641279259	0.003921763	0.180792754	0.000036046
9680	0.635055726	0.003725521	0.184070526	0.000032137
9690	0.631721279	0.003706412	0.182758331	0.000032789
9700	0.642929761	0.003697618	0.184564092	0.00003344
9710	0.634142422	0.003757875	0.182420458	0.000049943
9720	0.628164695	0.003807492	0.181173188	0.000032355
9730	0.631468958	0.003791803	0.184154995	0.000034309
9740	0.641004138	0.003701961	0.178229382	0.000032137
9750	0.650671558	0.003787895	0.188314584	0.000032354
9760	0.651669981	0.003718572	0.188053579	0.000033006
9770	0.649944781	0.003812812	0.185963144	0.000032355
9780	0.646068779	0.003813518	0.188803807	0.000031703
9790	0.645652734	0.003742838	0.182701658	0.000032572
9800	0.635155177	0.003810966	0.195945203	0.000035611
9810	0.644191796	0.003852712	0.185347978	0.00003344
9820	0.639590104	0.003762544	0.18456648	0.000032354
9830	0.670133425	0.003714066	0.192100254	0.000032354
9840	0.663013961	0.003774324	0.189248299	0.000033005
9850	0.634791245	0.003755324	0.178933142	0.000033222
9860	0.646156506	0.003935824	0.186492755	0.000035828
9870	0.653136347	0.003782195	0.186104938	0.000033222
9880	0.662661538	0.003731058	0.189909716	0.000034525
9890	0.666972259	0.003871006	0.187052767	0.000032137
9900	0.643116288	0.003827306	0.17923193	0.00003192
9910	0.662979653	0.003935335	0.189098904	0.000032137
9920	0.672759769	0.004035547	0.191954334	0.000035828
9930	0.661105058	0.003834744	0.190366802	0.000033006
9940	0.675406524	0.003793269	0.191735454	0.000034526
9950	0.662696063	0.004022681	0.194705318	0.000032354
9960	0.648945923	0.004088475	0.182444343	0.000036697
9970	0.674477152	0.003869106	0.188435316	0.000032572
9980	0.687733944	0.003852278	0.191581066	0.000034743
9990	0.663807618	0.004072244	0.18962743	0.000055805
10000	0.668189997	0.004029467	0.188199716	0.000037132
10010	0.690553328	0.003860149	0.191291831	0.00003496
10020	0.688826607	0.004035709	0.196110449	0.000034091
10030	0.678164456	0.003872364	0.204034429	0.000033223
10040	0.678836948	0.003890766	0.198819307	0.000035829
10050	0.676443816	0.003903361	0.195032118	0.000032789
10060	0.679200445	0.003955746	0.190714665	0.000033658
10070	0.686377236	0.004196286	0.197261524	0.000033222
10080	0.694587191	0.003896792	0.197308209	0.00003952
10090	0.697925546	0.003916932	0.199085742	0.000033005
10100	0.691135054	0.004840332	0.197995033	0.000035829
10110	0.70722187	0.003872689	0.196315432	0.000033005
10120	0.703475068	0.003935606	0.199026679	0.000034091
10130	0.686845178	0.003975344	0.193042003	0.000033874
10140	0.691910688	0.003911612	0.198309021	0.000034743
10150	0.705292771	0.003995864	0.205342498	0.000033657
10160	0.710036693	0.00395922	0.200081776	0.000035612
10170	0.710536773	0.004033049	0.202262976	0.000034743
10180	0.712447631	0.003956126	0.204853057	0.000035177
10190	0.709394167	0.004418207	0.206385652	0.000034742
10200	0.736560265	0.004129189	0.210551321	0.000034526
10210	0.72184601	0.003976266	0.200189045	0.00003344
10220	0.710855321	0.003976647	0.205703172	0.000034091
10230	0.707841813	0.003987883	0.211861345	0.000034308
10240	0.698449512	0.004329178	0.195990804	0.000033874
10250	0.712183802	0.004009543	0.202797365	0.00004712
10260	0.717911815	0.004019423	0.203427949	0.00003648
10270	0.703116348	0.004004061	0.201141651	0.00003648
10280	0.709390258	0.004003464	0.200777502	0.000033874
10290	0.710399105	0.003958515	0.203337182	0.000034525
10300	0.707409481	0.004165506	0.209750715	0.000034743
10310	0.706279903	0.004084567	0.203499389	0.000033657
