BST
Size;Add_Ordered;Add_Random;Remove_Ordered;Remove_Random;Contains_Ordered;Conrains_Random
5730;221983027;2034955;61067535;23017;61379353;19109
5740;220510147;2024531;64198084;23451;62986210;19109
5750;228266275;1952657;66935822;23018;62916290;18674
5760;220092581;1981483;65905480;24971;64847993;18892
5770;219703244;1988975;62924542;22800;63911456;18674
5780;229051247;2004771;65731331;22583;68871434;19543
5790;228584606;2026051;67096291;22800;66865685;19109
5800;232899019;2015574;66586440;22800;66417285;19543
5810;231281738;2072846;63420496;24320;64226531;20628
5820;239700368;2210949;67414188;24754;69875720;21280
5830;232341396;2113778;67873012;29097;68817366;26275
5840;248682486;2047440;66759068;22800;67254806;22366
5850;233747830;2208669;66799023;35828;65874211;32138
5860;239238940;2163286;67905800;33223;72679904;33441
5870;235825019;2096243;64987616;27794;65735240;26274
5880;246695628;2021057;66738005;26057;67332326;20194
5890;246027261;2316480;69784087;25406;70496315;20411
5900;253505446;2116275;70561675;24537;71190955;21714
5910;244170256;2268220;73517859;32137;68497731;28663
5920;226753440;2078546;64825845;23668;68188303;22149
5930;235085430;2054063;66387537;23668;68380909;21497
5940;239882117;2132506;69687674;23452;67473903;22582
5950;236318151;2093312;67990051;23451;67075663;19109
5960;239588106;2154546;78316066;24103;70600326;20194
5970;240583272;2114700;70509126;27794;68318806;21063
5980;238709328;2161440;72010887;25189;68816497;21714
5990;238168643;2694688;74708670;25406;71206155;21714
6000;237754551;2091954;67877788;26491;66196234;20846
6010;235954653;2130986;66731925;24103;66030337;21714
6020;246511273;2135926;70362338;23885;69497023;20195
6030;243480392;2070403;67895594;25406;67656303;20629
6040;249107651;2074637;69647286;24103;69589309;21280
6050;259323791;2091955;68820623;24320;69184120;34743
6060;248932200;2079740;70429001;24103;70063332;19760
6070;254270876;2123983;73350876;24102;72259298;19760
6080;240114678;2172189;69336337;24971;69396703;20846
6090;240633432;2136523;74001652;26709;69330041;20411
6100;252502246;2147923;73809264;24755;72793687;20411
6110;247652143;2255789;73748681;39737;73255767;20412
6120;243644553;2256603;74503253;35612;73811219;33874
6130;251669069;2154655;72404133;24971;72610635;21063
6140;267695953;2189940;73535013;25188;76784773;22149
6150;249056840;2148195;71218315;25188;71578773;20412
6160;250500406;2157206;73949755;25189;72656887;19760
6170;252117470;2165783;72758944;24320;73206475;20629
6180;260956054;2130660;75375082;24754;75317322;22149
6190;258554019;2178052;76065379;24754;75284751;21932
6200;263719198;2181092;74460693;24754;77536305;21931
6210;265523221;2171103;74088510;24321;73401904;20628
6220;260459014;2225226;75340556;24755;76076236;19977
6230;259486648;2291508;72920933;24754;72813447;21062
6240;263955233;2266266;76466007;26925;78286316;20629
6250;256793208;2227615;71065012;24754;72153115;21063
6260;267565668;2218875;76399562;26709;76421493;20845
6270;267806478;2294223;75054145;25405;74670019;21063
6280;262750306;2238526;73765184;24971;75577893;20845
6290;273043532;2257526;76000454;27794;74917127;20629
6300;259165928;2253455;73715025;24755;73840750;21280
6310;258892111;2277177;73832064;25622;76108591;20846
6320;270857337;2252477;77196477;25623;77500042;24972
6330;266746604;2181634;75346853;26057;75463459;21497
6340;275210183;2220828;75347722;24971;76507699;21280
6350;275799726;2207909;77395380;26274;79522077;51463
6360;272970789;2231306;76229756;29532;78073300;22148
6370;272395794;2364958;84810593;29314;81771461;25188
6380;266238924;2277231;74809642;26057;76257116;20846
6390;264076398;2677643;81207106;37131;76238225;32789
6400;270527279;2538672;79063254;27795;79336420;22365
6410;265087199;2539811;77717186;32354;75380944;31486
6420;280762962;2360072;78565128;26275;77162819;21714
6430;277439155;2263606;78965323;26926;79270626;21931
6440;284731031;2272129;80242340;26491;80040398;23234
6450;274211544;2343026;78606820;25840;78992682;21280
6460;289775696;2288523;85730845;25840;82044409;23452
6470;304268465;2298892;88666834;26275;88266422;21497
6480;284959465;2277829;84389119;26274;85149552;22583
6490;283933683;2343189;85972090;26274;85431621;22800
6500;289939856;2282661;84308124;25840;82728844;23452
6510;284542768;2325220;82287175;27360;82091746;21497
6520;287422953;2419080;83203735;28229;82746649;21497
6530;287973627;2307197;82735141;28880;81758866;22366
6540;295601640;2305297;83083872;26709;84876387;23451
6550;296235046;2355295;84653815;26274;84230821;22583
6560;289786987;2358932;83975244;26492;85194936;21931
6570;288377079;2301932;80485757;26057;80695083;21280
6580;282390666;2426572;85413599;36914;81025140;31051
6590;291416862;2339443;83907061;26274;84025187;21931
6600;287204289;2447363;81110694;26274;81116557;24103
6610;294820143;2431946;84585199;29314;86593336;30400
6620;287340438;2280652;81417952;27360;80017163;22365
6630;298276623;2338249;83556159;26708;82858695;39086
6640;295384063;2717652;84392810;26274;83976547;21931
6650;290784107;2393620;84765862;26492;84046901;21714
6660;296187709;2350952;82786169;26492;83561153;21497
6670;300496258;2372612;86597679;26709;85658319;22800
6680;303297402;2390146;86638719;26491;86474776;21932
6690;300265653;2389440;84003690;27143;84876604;24754
6700;302459230;2385532;87165508;26491;87276033;21715
6710;302861162;2434498;87707713;26492;87183531;22148
6720;305190237;2394435;84512021;27360;84686821;22148
6730;300260224;2398831;85936479;28446;93302183;22583
6740;310875255;2595075;93027281;27143;92141120;22148
6750;310713484;2633129;94305167;42994;90096937;36263
6760;334217684;2372340;100358025;29314;100674185;23235
6770;306066626;2489923;86554467;29531;85777313;22583
6780;311123450;2940766;90842606;39737;88574548;34743
6790;300978967;2767540;92603852;27143;86299325;25188
6800;313807987;2373643;97206630;30617;90582686;23669
6810;303711493;2811295;99979763;39520;88165668;44948
6820;303955128;2445518;90040045;27360;89537360;23017
6830;317693759;2534003;89096777;27577;94625452;22583
6840;318006662;2434932;87958730;27794;91833646;23017
6850;306618602;2471575;91015234;129417;90120823;23234
6860;317349372;2437972;90011166;32137;91496205;23451
6870;321298984;2498880;92107681;27142;92239920;22583
6880;314892182;2446332;88888102;27143;94012892;23017
6890;320403703;2497523;88657062;28446;89354743;23668
6900;311506489;2524992;89959703;30835;88642513;22800
6910;322039224;2489054;89970994;27360;91924412;23452
6920;337602725;2629818;95878367;29965;96088562;24538
6930;318072891;2464680;90597017;27577;91519441;23234
6940;319788755;2487317;92406252;27578;92833371;23668
6950;321340675;2477438;90283463;27577;93534744;22582
6960;338675628;2538509;103754791;34092;104457683;29531
6970;321043840;2556695;89657440;27577;88577154;22365
6980;328364814;2586117;94643041;30835;95292732;24537
6990;324756984;2454908;92116801;28446;93607921;23234
7000;334326256;2536826;97705191;43211;102259980;23451
7010;327665397;2513917;93827452;27794;93697817;23017
7020;336366313;2620752;95319658;27794;96778424;23017
7030;339037605;2553980;92243178;28228;93278949;23669
7040;328224106;2586009;96942368;28012;94793086;23234
7050;329840517;3110789;94993075;41258;91687292;34960
7060;335459090;2537966;94346641;28228;93449406;22800
7070;337479822;2532320;94902092;28229;95576973;22583
7080;344118098;2609949;97569693;30400;96142847;23017
7090;334177730;2596703;96942367;29097;96299407;24320
7100;331889260;2609677;96182584;28229;95456459;23234
7110;334073719;2580309;95882927;31269;96586904;23886
7120;330228118;2553329;95532675;28229;94568127;22800
7130;335667981;2665809;94709270;28880;95568287;23017
7140;344747378;2571460;98870162;28229;97966414;23886
7150;340030600;2596432;97729945;28446;95660355;22800
7160;340310932;2636929;99659476;28446;99466871;25406
7170;345108053;2730843;98136654;28012;100642699;23451
7180;342053720;2613314;96210161;28880;97255488;23452
7190;344816864;2890118;97892150;29315;97156036;24537
7200;344074670;2657341;98429144;29097;99359602;23669
7210;351382832;2647080;102406769;29098;101065476;23451
7220;352456820;2646972;97146916;29314;97534733;23669
7230;351465346;2726663;100451614;28663;104423592;24754
7240;349556442;2675906;101635911;28446;100417305;26057
7250;343066041;2759615;101755557;29749;98763762;24537
7260;356646158;2610329;102862117;28880;103074266;24537
7270;355530260;2697186;103590414;31703;102333157;24320
7280;356547575;2587149;108726279;34309;103358288;25405
7290;363922834;2689097;101901694;28663;100677660;23669
7300;355880730;2583403;100340002;29531;101799854;23451
7310;360394045;2951297;105754026;30183;104379078;24755
7320;361769211;2692192;104026437;29097;105084575;23451
7330;366364172;2662389;105298678;29314;103462300;23669
7340;370089693;2740886;101560346;29532;101128231;24103
7350;397964980;2712983;113259788;29097;113044166;26709
7360;369231762;2783012;107870302;29097;106426952;24103
7370;370813213;2721235;103622334;32788;104805547;37566
7380;358244330;2715969;100926289;29531;101456117;24754
7390;364593372;2681552;103569787;29966;106578735;26274
7400;368637007;2828395;111399308;29532;108425318;24320
7410;374743065;2674006;106119044;29749;106152049;24971
7420;376027031;2663746;106133376;29314;105049615;24755
7430;369507967;2652780;107690941;30400;106796530;24972
7440;370766310;2688772;105124529;31269;109564016;25189
7450;378094884;2780026;106981969;29749;109397685;24754
7460;377831272;2709129;107297479;29531;109762702;24972
7470;370238219;2707880;104309809;29749;107045158;24537
7480;372340163;2747617;104077466;33874;108096781;24755
7490;382744348;2767052;109270438;30617;108083753;24754
7500;391032692;2756683;110289925;30183;110722257;24972
7510;378163067;2945868;109701902;29966;109410930;25405
7520;377747455;2785618;112445285;31920;111616886;24754
7530;381878382;2756683;107742622;30183;106864712;27143
7540;379460712;2819546;111824039;30400;107475101;25189
7550;389933733;2912700;108075718;34960;113020497;26491
7560;383572531;3012369;110158553;30400;108759719;26275
7570;380422438;2781275;110505765;31269;108229673;31051
7580;385493159;2782523;112309788;30617;110899663;27577
7590;393655344;2750549;110664497;30183;115313526;25406
7600;383463091;2746152;110146828;31051;114187857;26492
7610;388297561;2827689;109730999;29966;108804450;25840
7620;390073355;2890823;111450337;31703;112836360;28011
7630;386115274;2729106;111956931;31268;110596748;24755
7640;388706658;2930832;109000965;30183;108335638;29097
7650;398759941;2829915;111763891;61017;113204417;24754
7660;399127129;2841478;112661125;30617;113151435;25188
7670;389313138;2744632;111977343;31051;111823822;26709
7680;391637870;2772588;111391274;30834;115954532;26492
7690;402107198;2785672;110974793;30400;110777411;25189
7700;399635677;2805975;116577732;30834;114798681;25189
7710;393277733;2814606;111801891;31269;110968713;24971
7720;396615654;2828177;111738268;32789;113333183;25840
7730;406166902;2937780;114970874;30617;114698143;28663
7740;401291610;2834800;115543046;30183;114358097;25623
7750;408386537;2856135;114218257;31051;117084544;26492
7760;398889792;3022412;119151310;32572;125068020;27142
7770;398521300;2899834;115162612;30617;116135629;25406
7780;399027026;2841858;112297846;31703;114231937;25840
7790;406667200;2862432;116348646;32355;116995298;31920
7800;402012741;2901354;114720292;31268;117187469;28229
7810;401701141;2870358;113752051;32354;116595104;25406
7820;416293796;2829480;118352007;31268;116547115;25406
7830;420541980;2883060;117475401;31051;117520567;28880
7840;413656812;2875189;117963321;31486;120127801;26274
7850;422530140;2965304;120321275;37132;118906808;29965
7860;422197478;2960743;120340602;31269;118341150;26057
7870;417844631;2831381;125477552;35177;120541025;25840
7880;418754460;2876166;118935469;31920;119334796;26491
7890;427646679;2880454;120415516;31486;119660944;25406
7900;428466394;2874266;123667231;39086;119977973;36914
7910;412208253;2903960;116706281;31703;119990784;25623
7920;407775714;2882843;116858281;31703;117834338;26926
7930;431034977;2979472;117297344;31486;122156785;28663
7940;422820027;3357626;126751312;32788;123784922;28229
7950;413112870;2934903;118489676;33657;117813926;26708
7960;412498355;2912158;116006646;32137;120314979;26057
7970;417968185;2869598;118722670;32137;119159127;26491
7980;428142851;2929529;120816362;31920;124558168;25840
7990;420370220;2902820;126781494;31703;124375768;28229
8000;428476165;2962860;124745563;31486;124952717;26926
8010;439529174;3085655;129372226;32355;127885015;26925
8020;429133022;2973175;123991426;32789;122920477;28663
8030;434102121;3069640;124511048;32354;125645620;26274
8040;428030588;2969646;123386031;31920;123291573;29531
8050;440582316;2984683;125632157;31703;124535803;29097
8060;438225448;2989569;127101998;32789;124357094;26926
8070;434772006;3035441;125115574;32572;124893872;31268
8080;450393702;2993857;126059278;32571;126997986;29532
8090;437026385;2946140;124847185;33223;125238043;26926
8100;444520420;2982946;126719609;32354;124412031;29532
8110;441166213;3200469;131452456;33875;129710319;33440
8120;426209192;3136738;125456055;50160;120401619;43429
8130;443097048;2912483;130182387;32138;135470252;27360
8140;439755219;3254971;125859289;40389;125413929;33440
8150;439748487;2978114;126755003;32789;123722169;31485
8160;439224088;3009926;121654316;32355;122164819;26708
8170;455465292;2973012;128438946;32571;133289268;26709
8180;442366362;2991469;128840661;33440;127713690;26709
8190;450919404;3091463;125939849;32354;129308170;27143
8200;459298081;3294166;128390306;33440;128310181;28011
8210;451601233;3063397;130749347;32354;129276033;26926
8220;458101624;3084026;135828754;32572;132000959;27360
8230;441526020;3037775;124133003;32572;123744968;26491
8240;454032148;3117900;130411690;32572;128425049;27143
8250;460241567;3540623;141810172;46903;130764982;41474
8260;455897406;3097217;127431838;33657;127853964;27794
8270;458480538;3101506;128773781;33005;128323644;29966
8280;458552412;3157746;132517542;43646;133743097;36263
8290;464463911;3047383;133942651;57326;133963931;31920
8300;457193315;3327715;130973873;44514;133295782;42343
8310;465144871;3063615;131352353;33006;128897553;30617
8320;460776824;3314415;129698810;33657;132282376;27577
8330;460248081;3062583;134456845;33223;134609279;28012
8340;509634631;3162360;150427490;33657;147623305;28011
8350;461066928;3037612;130142867;33657;132883428;28011
8360;460433088;3108292;129824101;53634;129714227;29315
8370;465969798;3112798;133137919;38868;131509347;33006
8380;472390061;3142438;138938241;33875;134871588;28445
8390;467665901;3104546;129230867;33874;133076902;28446
8400;472444130;3242486;134211039;33657;139277635;30400
8410;476263674;3111223;137143120;33005;134884400;27360
8420;485706568;3242323;140886664;33440;136927280;29966
8430;489016043;3193846;137043234;38000;136251748;39302
8440;471523879;3187223;136636960;33223;135847428;29966
8450;488419551;3116435;138302446;33440;138384092;28229
8460;477543949;3260617;135547120;33657;134661611;28663
8470;527910247;3295523;151287158;33657;153190633;29097
8480;487101711;3130603;139075041;34091;139198378;28446
8490;480978064;3098466;138430995;33657;138526972;27577
8500;492445815;3312026;140747476;34526;139224000;28663
8510;484054762;3179786;138381703;36263;144331636;28011
8520;489682672;3224952;142996425;36263;140965704;29532
8530;479275446;3178483;137819738;35177;141562847;29531
8540;487382694;3191892;140749212;33874;139151909;28011
8550;512206472;3146835;141568927;44948;145384779;28229
8560;491729244;3232009;143804413;33440;141359384;28229
8570;488446260;3274460;133949165;34309;133827782;30834
8580;491002466;3201880;138473338;34743;138703726;28446
8590;492850787;3231955;140892527;34091;149528300;29097
8600;499331634;3247209;141950881;33874;144425225;28228
8610;505298938;3225061;142135018;34526;149736106;29314
8620;504333955;3199437;142040127;34743;145937625;34309
8630;501716080;3306706;139529521;33874;145412357;28229
8640;499716411;3271692;141090344;34309;142561053;28228
8650;505604242;3307846;144892517;35394;145716573;29315
8660;505518253;3281517;145235385;38000;143231590;28880
8670;508432745;3215995;146410346;34743;144755933;29315
8680;520387548;3246232;151081307;34743;149990163;29531
8690;497685908;3221803;141185670;34960;141449715;29531
8700;504310504;3289715;141589990;35829;141925259;29314
8710;497603394;3242758;143556653;36046;147830460;34309
8720;516871136;3919592;142379087;45383;147918837;39955
8730;514198540;3473689;141997567;34960;145876609;31051
8740;522552246;3310180;147384231;37132;148177454;29748
8750;513814197;3296772;152799993;34743;149682472;30835
8760;524870464;3240098;151406803;36046;152894884;30617
8770;523233423;3349918;146013408;35177;145168722;29098
8780;527389538;3270715;150806187;34091;152638004;28663
8790;520913468;3314849;147012483;34960;150523249;30400
8800;521093046;3361155;151179890;34743;151313866;32788
8810;520293525;3352035;147111934;36914;149054712;32354
8820;521449594;3286946;153434267;37348;154404679;31486
8830;529960511;3544097;150573843;35612;153304416;30834
8840;518903376;3254809;145773900;35612;149080334;30183
8850;520553879;3442149;147749466;34743;147537317;32355
8860;536440272;3367560;152086896;37131;155952908;29748
8870;536275460;3352686;151367067;35395;157252291;29097
8880;525737298;3423312;149365878;39954;162794212;43212
8890;543489816;3367289;155837822;34960;158286760;29531
8900;538978238;3379503;153422759;37566;152359627;29748
8910;543383417;3280052;152391547;35828;165034910;31486
8920;537749427;3301548;155007250;36697;155363799;29532
8930;529197036;3534109;156557217;36697;153048187;29314
8940;527244921;3337649;147037020;35178;146991420;31703
8950;576566762;3398666;163728578;35611;163032418;80995
8960;541804788;3583183;163285172;35177;161819892;29749
8970;527851401;3413215;154732998;39086;152969799;29097
8980;542872696;3378581;156354405;35611;155169674;30183
8990;552315808;3423366;153755422;35828;158408577;29966
9000;555661111;3341341;160858167;36045;162074166;36046
9010;539447050;3393726;154806393;36697;152016975;29314
9020;552053716;3400946;162655675;36263;160941983;29532
9030;556293866;3438023;156449514;36480;162270898;29966
9040;549273635;3429283;156167879;36263;157771046;30400
9050;582496718;3464895;162319320;39303;169732579;29531
9060;559820484;3828881;165619676;45166;158669365;35177
9070;551752756;3531937;157550863;36914;158940794;31052
9080;556105386;3523198;157436646;43645;158330839;30183
9090;553952197;3392369;157979068;40606;158759914;40171
9100;542678137;3430857;153739353;36915;155469982;30617
9110;572967401;3434495;165928453;37131;163859516;32789
9120;548226138;3569069;160075366;38868;158446142;30835
9130;565764988;3542523;162018361;36480;162478270;30835
9140;562597959;3640672;159318840;35828;158358634;30183
9150;564809993;3541763;161170634;39520;160821687;30617
9160;560242609;3515977;162739275;41257;161445321;34526
9170;551455922;3587472;158956646;37132;157927388;34091
9180;572173310;3650877;162580978;36480;165438144;30617
9190;573588647;3554846;159608943;40823;162306943;30834
9200;563223982;3448066;158218360;36697;158489788;32572
9210;575909470;3543338;170344054;37132;168239940;30617
9220;576348099;3471626;167489493;36697;170185323;36914
9230;584856627;3538941;163719893;36915;162642864;29531
9240;577454008;3501483;166444602;37782;168536557;31269
9250;565792348;3747886;162319321;36480;166314099;32789
9260;562922153;4171044;160996704;48857;158078302;51897
9270;584280330;3441878;169981643;36480;166314099;31268
9280;577120260;3579058;167178979;36480;165269207;31703
9290;588459897;3531395;169083105;41257;168049722;31486
9300;594152298;3548875;173689793;36914;173645929;33223
9310;595400001;3739635;171766991;36697;172526775;30400
9320;573968864;3566192;176306147;41909;166383585;32571
9330;585923016;3575800;168124419;37132;165615333;31486
9340;595209133;3683178;166817653;39303;166619836;31703
9350;576299677;3639640;166807882;40388;165826613;34309
9360;584944136;3561035;164432121;38435;164925253;33440
9370;583857987;3585626;164304875;40171;165551493;31269
9380;591398926;3644038;168661849;36915;169059002;30834
9390;595759589;3651692;171700328;39520;170579220;32137
9400;581497643;3611358;164139630;37566;162950338;31703
9410;585409473;3678726;168201505;37783;166458499;31268
9420;603059283;3722969;176590387;39520;169242489;32571
9430;589081142;3523035;167628900;37783;170886260;34526
9440;609187273;3671344;174531872;37131;172360878;32789
9450;598549876;3606852;168820145;37349;172196066;31268
9460;589359085;3603486;166511265;37783;170941197;31269
9470;610899228;3614506;177106536;38434;175592616;31703
9480;591728983;3549472;170291940;41692;168064053;35828
9490;608853958;4508049;173229450;38652;172359357;32354
9500;664721573;3628566;192062688;38000;188832688;31486
9510;615141983;3688824;179824296;37783;180128079;35612
9520;609356428;3807275;177338011;41040;171808683;31920
9530;616229001;3543881;181469805;37783;175761118;31269
9540;610160073;3927301;175192638;39086;172277278;33874
9550;620483047;3643006;174629152;38652;179006320;33006
9560;627617712;3702395;183344835;39520;178508628;31920
9570;629932890;3625472;180753234;39520;177913656;31702
9580;607073821;3706521;175504673;37566;175096227;34308
9590;612373846;3638175;174660855;38217;174833267;35612
9600;619850727;3695718;172470752;41475;174699072;31920
9610;618219116;3627806;177251587;38434;175643210;32355
9620;625590032;3676554;173908672;38651;177076787;34309
9630;628319735;3714392;181589885;38217;177190788;31486
9640;629636272;3743489;176161312;37783;179424103;33006
9650;628776386;3658804;183050171;38434;189491717;32137
9660;622355688;3773781;180291154;38217;176900033;31485
9670;641279259;3921763;184240332;39520;180792754;36046
9680;635055726;3725521;184325235;40606;184070526;32137
9690;631721279;3706412;179289908;51462;182758331;32789
9700;642929761;3697618;182469748;39085;184564092;33440
9710;634142422;3757875;180538696;40389;182420458;49943
9720;628164695;3807492;181805726;41474;181173188;32355
9730;631468958;3791803;191358928;38869;184154995;34309
9740;641004138;3701961;180351737;38652;178229382;32137
9750;650671558;3787895;183886172;40606;188314584;32354
9760;651669981;3718572;185571201;39085;188053579;33006
9770;649944781;3812812;184911955;38651;185963144;32355
9780;646068779;3813518;186829327;39086;188803807;31703
9790;645652734;3742838;187748275;40388;182701658;32572
9800;635155177;3810966;177576868;40606;195945203;35611
9810;644191796;3852712;184710447;39520;185347978;33440
9820;639590104;3762544;189757499;38869;184566480;32354
9830;670133425;3714066;198437353;39303;192100254;32354
9840;663013961;3774324;188313499;39520;189248299;33005
9850;634791245;3755324;184071829;39738;178933142;33222
9860;646156506;3935824;191997980;40823;186492755;35828
9870;653136347;3782195;184721738;39955;186104938;33222
9880;662661538;3731058;194538335;40389;189909716;34525
9890;666972259;3871006;188689156;41040;187052767;32137
9900;643116288;3827306;182187246;38868;179231930;31920
9910;662979653;3935335;192608369;40388;189098904;32137
9920;672759769;4035547;194638654;42560;191954334;35828
9930;661105058;3834744;196999433;38868;190366802;33006
9940;675406524;3793269;197184438;39954;191735454;34526
9950;662696063;4022681;189607019;42343;194705318;32354
9960;648945923;4088475;184582332;43646;182444343;36697
9970;674477152;3869106;192257249;42560;188435316;32572
9980;687733944;3852278;196982278;39955;191581066;34743
9990;663807618;4072244;195670084;55806;189627430;55805
10000;668189997;4029467;190987614;39737;188199716;37132
10010;690553328;3860149;191910037;41474;191291831;34960
10020;688826607;4035709;198389147;39738;196110449;34091
10030;678164456;3872364;194311420;39954;204034429;33223
10040;678836948;3890766;194352243;40822;198819307;35829
10050;676443816;3903361;196127821;42994;195032118;32789
10060;679200445;3955746;191392151;40605;190714665;33658
10070;686377236;4196286;200458084;40389;197261524;33222
10080;694587191;3896792;197790267;46685;197308209;39520
10090;697925546;3916932;197183787;39955;199085742;33005
10100;691135054;4840332;197744233;39954;197995033;35829
10110;707221870;3872689;196393170;40172;196315432;33005
10120;703475068;3935606;201029387;40172;199026679;34091
10130;686845178;3975344;192927569;42126;193042003;33874
10140;691910688;3911612;200104576;40172;198309021;34743
10150;705292771;3995864;201668656;40823;205342498;33657
10160;710036693;3959220;200538862;41040;200081776;35612
10170;710536773;4033049;201816314;41040;202262976;34743
10180;712447631;3956126;202985411;40172;204853057;35177
10190;709394167;4418207;200989651;42995;206385652;34742
10200;736560265;4129189;210324190;42994;210551321;34526
10210;721846010;3976266;202707902;41040;200189045;33440
10220;710855321;3976647;202693571;41692;205703172;34091
10230;707841813;3987883;209669069;41692;211861345;34308
10240;698449512;4329178;200878908;41040;195990804;33874
10250;712183802;4009543;199730873;56675;202797365;47120
10260;717911815;4019423;205789812;41475;203427949;36480
10270;703116348;4004061;197419603;40823;201141651;36480
10280;709390258;4003464;199327639;43212;200777502;33874
10290;710399105;3958515;209820202;42343;203337182;34525
10300;707409481;4165506;200334965;42777;209750715;34743
10310;706279903;4084567;197945958;40823;203499389;33657
10320;713658636;3952870;208682155;48205;204608989;46035
10330;721984764;4279398;210040384;41909;214914592;40171
10340;730434881;4002324;208814830;42994;207406223;34091
10350;706015206;4149492;198442999;48857;201027867;34092
10360;737911328;4183149;205994578;84469;208066121;36480
10370;725324639;4004495;210799515;872480;207376693;34960
10380;773157748;3997384;220486695;40823;221130525;35394
10390;739821100;4051289;209919218;42777;206510944;34092
10400;747021559;4012801;209584167;41475;211187985;40388
10410;729661635;3974855;211627482;42777;208407904;38652
10420;723223131;3971870;204686725;41258;206662292;35177
10430;733690939;4023820;217368523;41257;213254317;36046
10440;725241257;4063884;203648783;41908;204089365;34526
10450;739920552;4235046;207893275;57543;213602396;41257
10460;737038848;4152315;212334934;42126;209186795;49291
10470;748071445;4123489;222427736;42777;210005641;38651
10480;712409631;4027675;205957446;45383;205726189;34525
10490;759888145;4159752;216659769;42777;218633164;35177
10500;738378837;4041626;210583893;42560;219935587;41691
10510;742139753;4064915;212706030;42126;212121482;37131
10520;765350809;4116052;215849391;44080;215679369;39303
10530;741452061;4104706;218072718;47120;210948259;36914
10540;754894727;4080332;221003061;43863;214655105;35177
10550;759184168;4129406;217845369;42342;214182602;34092
10560;744744598;4318321;219083518;69268;215792283;41692
10570;761652432;4238683;210711356;41909;217923106;34091
10580;735241556;4035058;219130204;42125;215411414;34526
10590;795251823;4224406;234193407;42343;236556790;35612
10600;743659970;4297258;208495195;42126;218142855;36915
10610;758722522;4208935;216152089;41692;228499269;37566
10620;757912144;4698592;223272856;42560;220742056;37565
10630;758206156;4242321;221618662;42778;216835003;37782
10640;757199047;4232984;215202740;42126;208957493;35177
10650;766473656;4725572;221522467;43863;217729197;36480
10660;774753749;4252690;224968091;41909;221292296;35177
10670;774593498;4327658;220311461;42125;216557277;36915
10680;774988047;4676824;224854525;43212;227923840;36697
10690;763621918;4299158;224009839;42560;217639952;36480
10700;757050087;4359416;223913644;45600;234685454;36480
10710;776210995;4483784;220887324;42342;224477348;35829
10720;785299511;4691915;224682331;45166;222665942;41040
10730;808986329;4362509;229105532;44949;225350262;37783
10740;764306352;4285967;220265427;45166;220208318;34525
10750;773940114;4930393;221929393;46252;222751931;35828
10760;793121434;4355126;224119279;44732;219693907;36480
10770;764833575;4369241;214308328;49291;216740981;37566
10780;786183717;4247641;224988285;42126;227410080;35177
10790;793833228;4205895;224061954;43428;230895875;36263
10800;791393845;4148569;226014068;46252;229524401;38434
10810;791403399;4306161;222234696;42560;229923075;35395
10820;788994850;4777903;223033564;61669;225846434;53417
10830;781856710;4190641;220454124;43645;219618341;36697
10840;778989338;4271635;218476170;43863;230196241;39303
10850;839358760;4195146;241364117;45165;241189318;36481
10860;782939603;4267727;221233450;47120;220648901;36697
10870;791483308;4907646;227252869;42994;237769316;36914
10880;796009435;4329774;221864684;43646;224756811;36697
10890;814321096;4328744;233604733;47988;229907224;36263
10900;781672791;4277824;221663392;44298;219718010;36697
10910;811485645;4187981;236794346;45600;230023177;36914
10920;818628343;4263710;235972025;44080;236075819;36915
10930;801459721;4441169;225515943;43212;225814514;36046
10940;792251994;4406318;219931895;43645;222412536;37566
10950;797354418;4278530;228155749;43212;229067966;35829
10960;807374911;4431289;232283636;43645;234565808;38218
10970;807151906;4334769;226374743;44297;238214677;36697
10980;797489481;4295412;222819896;44297;238645054;36697
10990;810165632;4337701;233396710;44949;236856449;36697
11000;811732101;4445566;228277132;43646;230158024;36697
11010;825255327;4351924;242249409;49943;236133797;39737
11020;813344170;4352955;232882950;44080;234371899;36697
11030;814429016;4354638;229098801;44297;232477761;37566
11040;819566617;4383626;236197419;43211;237782346;36480
11050;821278355;4297421;231309967;44949;234921270;36263
11060;831318175;4322121;243910770;43428;233509190;37132
11070;814675039;4377058;229854241;43863;234137819;36046
11080;804113425;4858789;231111933;44080;224557256;36263
11090;835037833;4394972;237800803;45382;238340620;37132
11100;826250710;4837889;237419934;69051;232922905;48858
11110;833002553;4411367;250250475;54068;240469923;39520
11120;843284704;4339384;243784827;50812;241457489;37348
11130;853416592;4343075;240583489;45600;247629776;37566
11140;837518690;4491655;239272163;45600;246812234;37131
11150;851227357;4373909;241414061;46469;250588349;36263
11160;851557631;4804450;245380611;71874;247609582;57326
11170;815427657;4471569;228571795;44514;244683364;37131
11180;846509710;4514943;240966529;44731;241267489;37349
11190;836041250;4556201;240119889;46251;246243102;36915
11200;853038546;4431127;240636907;44297;241303969;36263
11210;860245085;4392583;248251674;44298;244664256;37131
11220;849993985;4422549;243513398;44080;243746827;36480
11230;823588972;4399858;230026435;44948;236693374;38652
11240;846657150;4719221;249526954;46468;244999525;41475
11250;868514972;4348286;245700896;44080;242592279;37131
11260;845112829;4519992;248522234;44298;241319387;37782
11270;843447343;4547787;239165111;44514;247349663;37131
11280;853409860;4565538;243042632;46034;247532280;38217
11290;845286978;4417012;258533607;44732;240538107;42125
