TreeSet						
Size	Add_Ordered	Add_Random	Remove_Ordered	Remove_Random	Contains_Ordered	Conrains_Random
2260	0.000255361	0.000309211	0.000130069	0.000013246	0.000113348	0.000014114
2270	0.00024776	0.000269637	0.000119428	0.00000912	0.00010184	0.000014983
2280	0.000257314	0.000313337	0.000131589	0.000012811	0.000115303	0.000012595
2290	0.000223006	0.000288746	0.000122468	0.000014548	0.000100537	0.000013463
2300	0.000246675	0.000295151	0.00013224	0.000011291	0.00010792	0.000011509
2310	0.000226914	0.000287823	0.000121383	0.000009555	0.00010184	0.00000912
2320	0.000255142	0.00032376	0.00013528	0.000009337	0.000119429	0.000009554
2330	0.000253406	0.000315454	0.000138537	0.000011508	0.000119428	0.000010857
2340	0.000244286	0.000308126	0.000133977	0.000009988	0.000124857	0.000010423
2350	0.000241462	0.000281634	0.000151131	0.000009554	0.00010488	0.000015634
2360	0.000228651	0.00028234	0.00012616	0.000013029	0.000103794	0.000009554
2370	0.000233429	0.000298028	0.000130069	0.000013028	0.000103794	0.000013029
2380	0.000247543	0.000309265	0.000134846	0.000010206	0.000111177	0.000013897
2390	0.000235383	0.000289125	0.000130503	0.000009771	0.000105314	0.000009772
2400	0.000257748	0.000316214	0.000137234	0.000009989	0.000114869	0.000009554
2410	0.000248629	0.000311653	0.000166766	0.000010423	0.000115737	0.000011943
2420	0.000252537	0.000309591	0.000139841	0.00001064	0.000114434	0.00001064
2430	0.000271646	0.000335322	0.000143097	0.0000152	0.000125508	0.000015417
2440	0.000294011	0.00036252	0.000170457	0.000014114	0.000127246	0.000014332
2450	0.000264263	0.000342054	0.000217143	0.00001064	0.000126377	0.00001064
2460	0.000259269	0.000320991	0.000140709	0.00001064	0.000115085	0.00001064
2470	0.000244938	0.000318494	0.000136366	0.000014331	0.000109657	0.00001064
2480	0.000254274	0.000348079	0.000143965	0.000015417	0.000111829	0.000014766
2490	0.000257532	0.000322294	0.000140274	0.00001064	0.000121383	0.000010205
2500	0.00028576	0.000356168	0.000158081	0.000016286	0.000129634	0.000016503
2510	0.000248845	0.00030438	0.000132457	0.000009988	0.000112263	0.000010206
2520	0.000279246	0.000325334	0.000143314	0.000010857	0.000133108	0.000011074
2530	0.000264914	0.000329948	0.000145268	0.00001064	0.000118778	0.000010857
2540	0.000289451	0.000327994	0.00014288	0.000011291	0.000120949	0.000011074
2550	0.000265783	0.0003344	0.000147657	0.00001064	0.000119863	0.000011291
2560	0.00025688	0.00031578	0.000140274	0.000011508	0.000114869	0.00001064
2570	0.000254926	0.000361271	0.00013832	0.000016286	0.000114869	0.000015851
2580	0.000271211	0.000337385	0.000149177	0.000011509	0.000122469	0.000010857
2590	0.00026904	0.000316648	0.000139188	0.000010206	0.000116389	0.000015851
2600	0.000258183	0.000316431	0.00013984	0.000010206	0.000114868	0.00001064
2610	0.000259269	0.000328428	0.000140709	0.000014983	0.000116388	0.000010857
2620	0.000259486	0.00033174	0.000139622	0.000010423	0.00012008	0.000010423
2630	0.000261223	0.000328808	0.000140057	0.000013463	0.000117257	0.00001064
2640	0.000261657	0.000323054	0.000145052	0.000013897	0.000118126	0.00001064
2650	0.000355029	0.000349382	0.00015808	0.000011074	0.000127463	0.000019977
2660	0.00032984	0.000331088	0.000156342	0.000010857	0.000118343	0.00001064
2670	0.000285543	0.000340914	0.000143749	0.000010857	0.000118777	0.000010857
2680	0.00027664	0.000342326	0.000142663	0.00001064	0.000119863	0.00001064
2690	0.000266001	0.000337006	0.000148742	0.00001064	0.00018392	0.000011074
2700	0.000268605	0.000334943	0.000146788	0.00001064	0.000119212	0.00001064
2710	0.000270777	0.000338851	0.00014744	0.000011074	0.000131589	0.000010857
2720	0.000277943	0.000336788	0.000142446	0.00001064	0.000122034	0.00001064
2730	0.000307475	0.000384885	0.000161771	0.000015851	0.000143314	0.000015634
2740	0.000275989	0.000338363	0.000147223	0.000010857	0.000125943	0.000011292
2750	0.000279897	0.000358991	0.000147657	0.00001216	0.000123338	0.000011509
2760	0.000278812	0.000363008	0.000154171	0.000011509	0.000129417	0.000010857
2770	0.000298137	0.000342705	0.000149177	0.00001368	0.000122469	0.000053634
2780	0.000279028	0.000355463	0.000149612	0.000010857	0.000133109	0.000011074
2790	0.000284675	0.000345691	0.000151783	0.000011074	0.000124857	0.000011943
2800	0.000280766	0.000522717	0.000148309	0.000011291	0.000124857	0.000011509
2810	0.000317463	0.000390151	0.000168503	0.000018457	0.000143749	0.00001672
2820	0.000289017	0.000377557	0.000153086	0.000011074	0.00012616	0.000011509
2830	0.000288583	0.000359643	0.000153086	0.000011508	0.000126811	0.000011292
2840	0.000309646	0.000368165	0.000155257	0.0000152	0.000132457	0.000013463
2850	0.000286194	0.000356657	0.000153085	0.000035828	0.000127897	0.000011509
2860	0.000292926	0.000357742	0.000154606	0.000011943	0.00012768	0.000011726
2870	0.000306389	0.000396123	0.000165898	0.00001216	0.000153085	0.000012377
2880	0.000288583	0.000356928	0.000154606	0.000011292	0.000129634	0.000012811
2890	0.000289669	0.000383745	0.000152434	0.000011726	0.000130503	0.000011726
2900	0.000292709	0.000371205	0.000155692	0.000011292	0.000129851	0.000011726
2910	0.0002964	0.00051072	0.000157428	0.000011509	0.000132457	0.000011508
2920	0.000292709	0.000362954	0.000154606	0.000011726	0.000137234	0.000011291
2930	0.00029792	0.0003686	0.000159383	0.000011725	0.000145051	0.000011726
2940	0.000297268	0.000367677	0.000156126	0.000011508	0.000132892	0.000011943
2950	0.000294445	0.000377231	0.000184355	0.000011509	0.000131806	0.000012377
2960	0.000340263	0.000403994	0.000170674	0.000013245	0.000141143	0.000012595
2970	0.000438846	0.000377883	0.000175886	0.00001216	0.000137234	0.000011508
2980	0.000319634	0.000403125	0.000208674	0.000024754	0.000145486	0.000024754
2990	0.00031312	0.000379348	0.000163726	0.00001216	0.00013528	0.000011943
3000	0.000327885	0.0004085	0.000173497	0.000011726	0.000143749	0.00001216
3010	0.000306389	0.000386894	0.000165463	0.00001216	0.000136149	0.00001216
3020	0.000320286	0.000380217	0.000163508	0.000011725	0.0001368	0.000012377
3030	0.000324194	0.000386134	0.000168069	0.000012377	0.000144182	0.000011726
3040	0.000332229	0.000394548	0.000165028	0.00001216	0.0001368	0.000012377
3050	0.000308125	0.000394548	0.000167417	0.000012594	0.000141361	0.000012378
3060	0.000351989	0.000403831	0.000181314	0.00001216	0.00015656	0.000012377
3070	0.00033592	0.000394711	0.000166766	0.000012594	0.000140057	0.000012377
3080	0.000329189	0.000402474	0.000168069	0.000012377	0.000137668	0.000013028
3090	0.000312469	0.000410888	0.000166982	0.000012377	0.00013984	0.000012595
3100	0.000320069	0.000411051	0.000166114	0.000013463	0.00014136	0.00001216
3110	0.000339829	0.000392648	0.000174582	0.000012594	0.000140275	0.000012812
3120	0.000322457	0.00039634	0.00016872	0.000012594	0.00014136	0.000013029
3130	0.000322674	0.000400737	0.000169588	0.000012812	0.000142663	0.00001216
3140	0.000339177	0.000400737	0.000171761	0.000013028	0.00014136	0.000016503
3150	0.000340697	0.000400031	0.000172194	0.000012377	0.000148743	0.000012594
3160	0.000384994	0.000404048	0.000174149	0.000012595	0.000154606	0.000012811
3170	0.000325498	0.000414634	0.0001748	0.000012812	0.000147874	0.000012811
3180	0.00033136	0.000406166	0.000175234	0.000014114	0.000142663	0.000013897
3190	0.000325498	0.000411213	0.000172412	0.000012594	0.000145702	0.000012812
3200	0.000325714	0.000421691	0.000171543	0.000014983	0.000189349	0.000012811
3210	0.000328537	0.00045106	0.000170674	0.000013029	0.000184354	0.000012594
3220	0.000332663	0.000416262	0.000179577	0.000012595	0.000144617	0.000013897
3230	0.000335703	0.000440311	0.000175234	0.000012811	0.000146355	0.000012812
3240	0.00034048	0.000418815	0.000180446	0.000012594	0.000146789	0.000013463
3250	0.000334617	0.00041572	0.000179577	0.000013463	0.000147223	0.000013245
3260	0.000330925	0.000422397	0.000178057	0.000013246	0.000151566	0.000012812
3270	0.000350686	0.000418	0.000181532	0.000014549	0.000147874	0.000012594
3280	0.000358068	0.000426794	0.000180663	0.000013463	0.000150697	0.000013029
3290	0.000339395	0.000427988	0.00017632	0.0000912	0.000149611	0.000020194
3300	0.00034352	0.000426685	0.000180012	0.000013028	0.000151783	0.000013463
3310	0.000406057	0.000435045	0.000191737	0.00001368	0.00015656	0.00001368
3320	0.00037392	0.000427934	0.000182617	0.000014331	0.000151349	0.000012811
3330	0.00036176	0.000430865	0.000182182	0.000013246	0.000150481	0.000013246
3340	0.000345475	0.000434394	0.000182618	0.000013463	0.000151348	0.000013246
3350	0.000419955	0.000436077	0.00018392	0.000013463	0.000153737	0.000014114
3360	0.000407143	0.000456488	0.0002128	0.000014114	0.000185874	0.000013898
3370	0.000351554	0.000438303	0.000192389	0.00001368	0.000164594	0.000013029
3380	0.00035264	0.000442428	0.000185223	0.000013897	0.000155909	0.000013897
3390	0.000367188	0.000445414	0.000190869	0.000013463	0.000156126	0.000013463
3400	0.000385646	0.000463654	0.000201509	0.000014548	0.000165897	0.000014332
3410	0.000351338	0.00043852	0.000185874	0.000013898	0.000155257	0.000013897
3420	0.000403885	0.000502468	0.000207589	0.00001824	0.000180229	0.000017588
3430	0.000364583	0.000445794	0.000192823	0.000014115	0.000156994	0.000014114
3440	0.00037088	0.000448128	0.000190217	0.00001368	0.000155474	0.000014983
3450	0.000368492	0.000446499	0.000189566	0.000013897	0.000160034	0.000014115
3460	0.00037088	0.000446608	0.000190434	0.000013897	0.000170023	0.00001368
3470	0.000364365	0.000451277	0.000188045	0.00001368	0.000158515	0.000014331
3480	0.00041648	0.000456868	0.000191303	0.00001368	0.000158298	0.000014115
3490	0.000385428	0.000456868	0.000194994	0.000013897	0.000159601	0.000014331
3500	0.000365886	0.000467671	0.000194125	0.000014331	0.000160469	0.000014332
3510	0.000393897	0.000481622	0.000207589	0.000014115	0.000171977	0.000014114
3520	0.00036632	0.000456543	0.00019152	0.000014115	0.000164811	0.000014114
3530	0.000383691	0.000473208	0.000191954	0.000014765	0.000183269	0.000014766
3540	0.000373703	0.000457466	0.000193474	0.000014115	0.000160903	0.000014331
