Insertion Sort
Count;Sorted;Reverse;Random;Same
1910;9086.0;2430023.0;1227061.0;9086.0
1920;10667.0;2697085.0;1237333.0;9086.0
1930;9481.0;2484542.0;1343999.0;11062.0
1940;9087.0;2509826.0;1257086.0;9482.0
1950;12247.0;2826271.0;1290271.0;9482.0
1960;9481.0;2561974.0;1278420.0;9877.0
1970;9481.0;2586863.0;1341234.0;9087.0
1980;9481.0;2879604.0;1300938.0;9481.0
1990;9086.0;2639801.0;1322271.0;9876.0
2000;9481.0;2669826.0;1378370.0;10272.0
2010;9481.0;3053431.0;1357827.0;10272.0
2020;9481.0;2720789.0;1367308.0;9877.0
2030;13037.0;2777678.0;1386271.0;9876.0
2040;14618.0;2948739.0;1603950.0;9481.0
2050;9481.0;4251257.0;1441975.0;9877.0
2060;52543.0;3287702.0;3446913.0;18963.0
2070;9877.0;2877233.0;1454221.0;10667.0
2080;9877.0;3107950.0;1420247.0;10272.0
2090;10271.0;2932542.0;1519012.0;11062.0
2100;10666.0;2942813.0;1464888.0;10272.0
2110;10666.0;3211851.0;1464888.0;10272.0
2120;9876.0;3018270.0;1475950.0;10272.0
2130;9877.0;3022221.0;1585382.0;10666.0
2140;10272.0;3053826.0;1782123.0;10667.0
2150;10272.0;3082271.0;1557727.0;9877.0
2160;10272.0;3399900.0;1560098.0;10667.0
2170;10667.0;3140345.0;1589333.0;10667.0
2180;10667.0;3171554.0;1586568.0;14222.0
2190;12642.0;3250962.0;1753283.0;11852.0
2200;10667.0;3229233.0;1649777.0;11457.0
2210;11062.0;3662221.0;1629234.0;10667.0
2220;10272.0;3293233.0;1681777.0;11062.0
2230;10272.0;3317332.0;1647802.0;11061.0
2240;12642.0;3378566.0;1921579.0;11457.0
2250;10271.0;3374615.0;1696790.0;12642.0
2260;12247.0;3424393.0;1962666.0;10667.0
2270;10666.0;3440196.0;1749332.0;11457.0
2280;11457.0;3736888.0;1767901.0;11062.0
2290;11062.0;3497085.0;1768690.0;15013.0
2300;10667.0;3836443.0;1801086.0;11062.0
2310;11062.0;3555554.0;1790419.0;11852.0
2320;11061.0;3601776.0;1791999.0;15013.0
2330;11852.0;3637727.0;1950024.0;12642.0
2340;11062.0;3664591.0;1839407.0;11852.0
2350;20938.0;4822516.0;4534912.0;28839.0
2360;11062.0;4090468.0;1873382.0;15407.0
2370;11457.0;3747949.0;1931061.0;12247.0
2380;11061.0;4073875.0;1919209.0;11061.0
2390;11062.0;3806813.0;1910912.0;12642.0
2400;11456.0;4084542.0;1963456.0;11457.0
2410;11457.0;3869628.0;1968986.0;15803.0
2420;11457.0;4018961.0;1987160.0;12247.0
2430;11851.0;3938369.0;1993876.0;14222.0
2440;11457.0;3990121.0;1968591.0;12247.0
2450;17778.0;3998814.0;2154271.0;13037.0
2460;11852.0;4033184.0;1994271.0;11852.0
2470;12247.0;4067159.0;2190616.0;13432.0
2480;11457.0;4103900.0;2054715.0;11851.0
2490;12642.0;4135504.0;2226172.0;13827.0
2500;12247.0;4311702.0;2077234.0;11852.0
2510;11852.0;4215307.0;2141629.0;16592.0
2520;11852.0;4481973.0;2092641.0;12642.0
2530;11852.0;4303801.0;2140048.0;15408.0
2540;12246.0;4591405.0;2196542.0;12247.0
2550;11852.0;4335406.0;2249086.0;13432.0
2560;12247.0;4925627.0;2227357.0;12247.0
2570;11851.0;4397826.0;2203258.0;13037.0
2580;22124.0;9366910.0;3048295.0;12247.0
2590;12247.0;4856097.0;2291357.0;13828.0
2600;12247.0;4501332.0;2277529.0;13432.0
2610;12247.0;4865974.0;2369580.0;12642.0
2620;12247.0;4578763.0;2367209.0;12246.0
