Shell Sort using a gap of 2.0
Count;Sorted;Reverse;Random;Same
960;20544.0;32000.0;114963.0;20148.0
970;20543.0;33185.0;111012.0;20938.0
980;20543.0;33185.0;109037.0;20938.0
990;20938.0;34766.0;108247.0;20939.0
1000;21333.0;36346.0;113778.0;22914.0
1010;21728.0;33975.0;109432.0;21729.0
1020;22123.0;35951.0;114567.0;21729.0
1030;24494.0;39506.0;125234.0;24493.0
1040;30420.0;48593.0;128395.0;25284.0
1050;27260.0;44642.0;140247.0;26074.0
1060;25284.0;39506.0;122469.0;25679.0
1070;25679.0;41482.0;122864.0;25284.0
1080;27654.0;38717.0;126419.0;25679.0
1090;26074.0;39506.0;131950.0;26074.0
1100;26074.0;39111.0;127210.0;26469.0
1110;26469.0;41876.0;128000.0;26864.0
1120;31209.0;45432.0;137876.0;26865.0
1130;26864.0;43062.0;128000.0;27259.0
1140;27259.0;43457.0;137086.0;27259.0
1150;27259.0;43456.0;133136.0;27654.0
1160;27654.0;43061.0;135111.0;29235.0
1170;28049.0;41087.0;133531.0;28049.0
1180;28444.0;45037.0;137481.0;28445.0
1190;31605.0;45037.0;166321.0;35160.0
1200;28839.0;49778.0;144987.0;29235.0
1210;28839.0;50173.0;142618.0;30815.0
1220;30025.0;44642.0;146963.0;28840.0
1230;29630.0;44642.0;151309.0;29234.0
1240;29630.0;45827.0;144593.0;29630.0
1250;31605.0;46617.0;149333.0;30024.0
1260;30024.0;46222.0;161580.0;30419.0
1270;32000.0;48988.0;154864.0;30814.0
1280;30419.0;45827.0;184888.0;35161.0
1290;30420.0;45827.0;239012.0;31605.0
1300;31209.0;47013.0;157630.0;31210.0
1310;31605.0;47012.0;157630.0;31210.0
1320;36346.0;48593.0;192395.0;35556.0
1330;32790.0;48987.0;178963.0;37926.0
1340;32395.0;48593.0;162370.0;32000.0
1350;32395.0;48593.0;167506.0;32395.0
1360;32395.0;50568.0;165926.0;32790.0
1370;32790.0;49383.0;162766.0;33185.0
1380;34766.0;50172.0;167901.0;33580.0
1390;33580.0;50963.0;164740.0;33580.0
1400;33581.0;50962.0;169877.0;33580.0
1410;33976.0;49382.0;261531.0;33580.0
1420;33975.0;51753.0;171457.0;33975.0
1430;33976.0;51358.0;172642.0;34371.0
1440;36741.0;50172.0;187259.0;44247.0
1450;35555.0;51754.0;208197.0;39507.0
1460;41086.0;51753.0;176988.0;34765.0
1470;35161.0;52543.0;180543.0;34765.0
1480;35556.0;52939.0;180938.0;35555.0
1490;35161.0;52149.0;181728.0;35555.0
1500;35950.0;54914.0;181729.0;35950.0
1510;35950.0;54913.0;184889.0;36346.0
1520;129975.0;54519.0;191210.0;36345.0
1530;36741.0;56099.0;188444.0;36346.0
1540;38716.0;54913.0;224790.0;36741.0
1550;40691.0;227161.0;217679.0;40296.0
1560;141037.0;106667.0;259951.0;58864.0
1570;64395.0;98370.0;572049.0;64790.0
1580;57679.0;98371.0;412445.0;67556.0
1590;38716.0;67161.0;202271.0;39111.0
1600;38321.0;56099.0;212938.0;38716.0
1610;39111.0;57679.0;244543.0;39111.0
1620;71111.0;65976.0;251654.0;63605.0
1630;39111.0;58864.0;205037.0;39111.0
1640;44642.0;59654.0;207803.0;39111.0
1650;39111.0;61630.0;209383.0;39506.0
1660;39506.0;60049.0;208593.0;39506.0
1670;39901.0;58865.0;214519.0;39901.0
1680;39901.0;63605.0;218864.0;40296.0
1690;40692.0;64790.0;208988.0;126419.0
1700;40296.0;60444.0;238222.0;40692.0
1710;43061.0;61235.0;257976.0;58864.0
1720;41877.0;71111.0;271802.0;45432.0
1730;41482.0;61629.0;222024.0;41481.0
1740;41481.0;65185.0;225185.0;41877.0
1750;41876.0;62419.0;222814.0;43851.0
1760;41876.0;61234.0;232692.0;42271.0
1770;42271.0;64790.0;235062.0;41877.0
1780;42667.0;66370.0;239012.0;131950.0
1790;47407.0;67556.0;227160.0;42667.0
1800;44642.0;66371.0;279309.0;47802.0
1810;43457.0;70716.0;246124.0;54914.0
